step,hour_of_day,source_flow_Ls,leak_active,leak_node,pressure_15,pressure_35,pressure_101,pressure_105,pressure_113,pressure_201
99,0.75,805.74414,1,105,32.183712,42.281487,33.58134,38.202095,45.88139,43.34925
100,1.0,787.37854,1,105,34.36017,44.346962,43.28435,45.23752,50.55845,44.996906
101,1.25,786.7098,1,105,34.455997,44.45918,43.365093,45.32824,50.658012,45.097202
102,1.5,786.0418,1,105,34.551678,44.571167,43.44568,45.418804,50.757366,45.19781
103,1.75,785.3748,1,105,34.64715,44.682846,43.526085,45.50916,50.85648,45.2986
104,2.0,483.69333,1,105,29.877804,42.149204,41.007843,41.95401,47.64161,43.110497
105,2.25,484.12308,1,105,29.849691,42.135914,40.989826,41.932503,47.622196,43.096237
106,2.5,484.55118,1,105,29.821661,42.121017,40.971355,41.910515,47.602043,43.08074
107,2.75,484.97684,1,105,29.793756,42.10482,40.95258,41.888256,47.58127,43.064217
108,3.0,485.36456,1,105,29.78397,42.079597,40.972305,41.892143,47.57146,42.995945
109,3.25,485.78638,1,105,29.756218,42.059616,40.95252,41.86897,47.548748,42.976307
110,3.5,486.20468,1,105,29.728668,42.039116,40.932686,41.845795,47.525864,42.95624
111,3.75,486.61954,1,105,29.701326,42.018173,40.912846,41.822647,47.502846,42.93579
112,4.0,485.42346,1,105,30.317911,42.22512,42.553833,43.072132,48.2919,43.378
113,4.25,485.40726,1,105,30.320145,42.252865,42.562504,43.081146,48.3066,43.411068
114,4.5,485.37964,1,105,30.323008,42.279964,42.57133,43.090397,48.321293,43.443428
115,4.75,485.33954,1,105,30.326578,42.306454,42.58037,43.099945,48.33605,43.47512
116,5.0,489.51697,1,105,36.010113,42.217236,42.112495,42.706306,48.072178,43.309727
117,5.25,489.84024,1,105,35.98929,42.222015,42.10388,42.69532,48.065403,43.31935
118,5.5,490.1583,1,105,35.96881,42.225674,42.095104,42.6842,48.058197,43.327858
119,5.75,490.4713,1,105,35.948677,42.228214,42.086155,42.672955,48.05056,43.33525
120,6.0,486.76495,1,105,36.058258,42.285393,42.319763,42.87979,48.1975,43.424534
121,6.25,486.62802,1,105,36.06773,42.304974,42.329834,42.890972,48.211624,43.44805
122,6.5,486.48825,1,105,36.07736,42.3241,42.33985,42.902115,48.225594,43.47101
123,6.75,486.3458,1,105,36.087135,42.34282,42.349834,42.913242,48.239433,43.493458
124,7.0,486.3495,1,105,39.536514,42.306725,41.83655,42.526875,48.015076,43.371517
125,7.25,486.2523,1,105,39.542023,42.302067,41.83832,42.52942,48.015568,43.36998
126,7.5,486.1577,1,105,39.54737,42.2983,41.840275,42.53212,48.01644,43.36899
127,7.75,486.06555,1,105,39.552647,42.29539,41.842392,42.534966,48.01769,43.368526
128,8.0,485.69443,1,105,39.598824,42.31178,42.11321,42.7457,48.143517,43.397934
129,8.25,485.53354,1,105,39.609543,42.32345,42.121708,42.75543,48.15425,43.41132
130,8.5,485.37308,1,105,39.62023,42.335136,42.130188,42.76514,48.16497,43.424614
131,8.75,485.21317,1,105,39.630886,42.34683,42.13866,42.77483,48.17567,43.43781
132,9.0,492.2638,1,105,39.397522,42.26841,41.668575,42.35461,47.88633,43.32762
133,9.25,492.77005,1,105,39.364178,42.241505,41.644604,42.32675,47.857784,43.304245
134,9.5,493.27225,1,105,39.33105,42.214436,41.6207,42.29899,47.829247,43.280502
135,9.75,493.77036,1,105,39.298153,42.187218,41.596863,42.27133,47.800728,43.256424
136,10.0,493.9813,1,105,39.28408,42.174328,41.6313,42.2923,47.806713,43.283447
137,10.25,494.44733,1,105,39.25336,42.149685,41.609253,42.26668,47.780464,43.26231
138,10.5,494.9095,1,105,39.222862,42.124893,41.58728,42.24115,47.75423,43.240818
139,10.75,495.3677,1,105,39.192574,42.09996,41.565372,42.21572,47.72803,43.218994
140,11.0,497.40167,1,105,35.44763,41.992752,41.20411,41.898907,47.496468,43.08257
141,11.25,498.00708,1,105,35.406452,41.954193,41.17323,41.86337,47.458717,43.04486
142,11.5,498.6083,1,105,35.365513,41.915703,41.14247,41.827988,47.421097,43.007164
143,11.75,499.20538,1,105,35.324825,41.87728,41.11185,41.79277,47.383614,42.969498
144,12.0,499.51736,1,105,35.31894,41.87446,41.16964,41.83067,47.402237,43.0223
145,12.25,500.07318,1,105,35.28105,41.840843,41.141823,41.79856,47.368507,42.99069
146,12.5,500.62512,1,105,35.2434,41.80719,41.114105,41.76658,47.334846,42.958855
147,12.75,501.17297,1,105,35.205997,41.77353,41.0865,41.734734,47.30128,42.926907
148,13.0,501.15347,1,105,35.24933,41.811752,41.281887,41.884483,47.396763,42.980293
149,13.25,501.61856,1,105,35.21769,41.78943,41.260426,41.859444,47.37159,42.960403
150,13.5,502.08026,1,105,35.18628,41.766636,41.238922,41.834385,47.34624,42.939972
151,13.75,502.5384,1,105,35.155087,41.743427,41.217392,41.809326,47.320774,42.919052
152,14.0,502.37994,1,105,35.227486,41.776653,41.51414,42.04017,47.45992,43.024014
153,14.25,502.70837,1,105,35.205616,41.77768,41.503998,42.027637,47.450706,43.02627
154,14.5,503.0356,1,105,35.183826,41.776524,41.493256,42.014503,47.44041,43.026714
155,14.75,503.36395,1,105,35.161922,41.77241,41.481606,42.000435,47.428577,43.024723
156,15.0,513.8713,1,105,34.510624,40.922836,32.2034,36.569454,44.407234,42.35736
157,15.25,514.87573,1,105,34.43995,40.848194,32.13022,36.49666,44.33375,42.289413
158,15.5,830.5789,1,105,35.321896,41.4438,32.89667,37.302895,45.06855,42.766838
159,15.75,830.38763,1,105,35.351448,41.435814,32.899117,37.307514,45.069263,42.763725
160,16.0,829.45715,1,105,38.95269,41.492905,33.049194,37.461254,45.197956,42.822136
161,16.25,829.2298,1,105,38.984886,41.490646,33.05796,37.472195,45.205,42.825203
162,16.5,829.004,1,105,39.016422,41.488914,33.06709,37.483444,45.212452,42.82847
163,16.75,828.7806,1,105,39.047672,41.487602,33.076454,37.49488,45.220173,42.83187
164,17.0,828.4031,1,105,39.10775,41.498924,33.176456,37.593872,45.299397,42.85487
165,17.25,828.1422,1,105,39.145237,41.5151,33.199726,37.6185,45.32162,42.87287
166,17.5,827.8784,1,105,39.183258,41.533886,33.22491,37.644897,45.34586,42.89285
167,17.75,827.61224,1,105,39.221676,41.55483,33.25164,37.672737,45.37173,42.914463
168,18.0,827.03424,1,105,39.329956,41.646717,33.493656,37.909412,45.58077,43.042015
169,18.25,826.72235,1,105,39.375637,41.68484,33.534275,37.950493,45.62104,43.080677
170,18.5,826.4107,1,105,39.421276,41.723446,33.575195,37.99183,45.661633,43.119682
171,18.75,826.0996,1,105,39.466843,41.762455,33.616337,38.033367,45.702465,43.158966
172,19.0,825.743,1,105,39.51469,41.797535,33.657013,38.074844,45.742523,43.20877
173,19.25,825.4325,1,105,39.560143,41.836918,33.698376,38.11657,45.783596,43.24845
174,19.5,825.12244,1,105,39.605545,41.87667,33.739944,38.158474,45.82491,43.288387
175,19.75,824.81287,1,105,39.65086,41.916714,33.78168,38.200523,45.8664,43.328533
176,20.0,825.20087,1,105,39.55569,41.845104,33.397026,37.83041,45.556778,43.24046
177,20.25,824.9688,1,105,39.588753,41.86283,33.41956,37.85392,45.578537,43.256268
178,20.5,824.7364,1,105,39.62194,41.881836,33.44301,37.87827,45.60127,43.273277
179,20.75,824.50385,1,105,39.655205,41.90198,33.467247,37.903343,45.624847,43.29137
180,21.0,824.4947,1,105,39.630955,41.886707,33.288143,37.73693,45.49154,43.229286
181,21.25,824.3164,1,105,39.655113,41.886753,33.29546,37.74577,45.497643,43.22771
182,21.5,824.1347,1,105,39.679962,41.890167,33.305317,37.756985,45.506428,43.2289
183,21.75,823.95105,1,105,39.705265,41.896168,33.31711,37.77,45.517246,43.23231
184,22.0,824.9693,1,105,35.948128,41.692947,32.730125,37.228374,45.05374,42.933083
185,22.25,824.91583,1,105,35.954266,41.667046,32.71086,37.21115,45.03287,42.900333
186,22.5,824.86487,1,105,35.96,41.64207,32.692287,37.194542,45.012775,42.86887
187,22.75,824.81647,1,105,35.96535,41.617992,32.674377,37.17851,44.993427,42.83861
188,23.0,825.36584,1,105,35.603542,41.214516,31.734533,36.331383,44.335197,42.332497
189,23.25,825.43494,1,105,35.589397,41.166195,31.693222,36.292416,44.29121,42.27257
190,23.5,825.50934,1,105,35.574516,41.118576,31.652342,36.25378,44.247765,42.214024
191,23.75,825.58875,1,105,35.55895,41.07166,31.611874,36.215485,44.20485,42.156815
192,0.0,820.30707,1,105,30.09239,41.423153,32.448418,36.99811,44.79851,42.5833
193,0.25,820.13153,1,105,30.11898,41.41896,32.45034,37.001812,44.79898,42.57334
194,0.5,806.13,1,105,32.127575,42.21849,33.520493,38.141624,45.820274,43.293716
195,0.75,805.7009,1,105,32.189987,42.288578,33.588154,38.208862,45.88824,43.354923
196,1.0,787.34576,1,105,34.364864,44.3525,43.288315,45.241966,50.56333,45.001514
197,1.25,786.67694,1,105,34.46071,44.46472,43.369064,45.3327,50.662903,45.101868
198,1.5,786.00885,1,105,34.556396,44.576714,43.449654,45.423267,50.762264,45.20251
199,1.75,785.34186,1,105,34.651863,44.688393,43.530056,45.513626,50.861385,45.303333
200,2.0,483.73602,1,105,29.874962,42.146057,41.00552,41.951363,47.638706,43.106606
201,2.25,484.16577,1,105,29.846851,42.132736,40.987488,41.929848,47.619278,43.092373
202,2.5,484.59372,1,105,29.818819,42.117813,40.969013,41.907856,47.599113,43.076897
203,2.75,485.01932,1,105,29.79092,42.1016,40.950233,41.88559,47.578335,43.060406
204,3.0,485.407,1,105,29.78114,42.076366,40.96996,41.88948,47.568512,42.992146
205,3.25,485.82874,1,105,29.753393,42.056385,40.950172,41.866306,47.54581,42.97255
206,3.5,486.24692,1,105,29.725845,42.03589,40.930347,41.843136,47.522934,42.95252
207,3.75,486.66165,1,105,29.698507,42.014954,40.910515,41.82,47.49992,42.93211
208,4.0,485.46594,1,105,30.315088,42.221962,42.551598,43.069565,48.289043,43.37453
209,4.25,485.4496,1,105,30.31733,42.24972,42.560272,43.078587,48.30375,43.407616
210,4.5,485.4218,1,105,30.320204,42.27683,42.569107,43.08785,48.31846,43.44
211,4.75,485.3815,1,105,30.323786,42.303333,42.57816,43.097404,48.33323,43.471718
212,5.0,489.55823,1,105,36.007347,42.214092,42.110275,42.703773,48.069355,43.306282
213,5.25,489.8814,1,105,35.98653,42.218887,42.10167,42.69279,48.062588,43.31593
214,5.5,490.19934,1,105,35.966064,42.22255,42.0929,42.681683,48.055386,43.324455
215,5.75,490.5122,1,105,35.945934,42.225105,42.083958,42.670437,48.047756,43.331875
216,6.0,486.80603,1,105,36.05551,42.28234,42.317585,42.877296,48.19473,43.421234
217,6.25,486.66888,1,105,36.064995,42.30194,42.327667,42.888485,48.208874,43.444775
218,6.5,486.52896,1,105,36.07464,42.321075,42.337692,42.899643,48.222855,43.467754
219,6.75,486.38638,1,105,36.08443,42.339813,42.347683,42.91078,48.236706,43.49023
220,7.0,486.39005,1,105,39.53381,42.3037,41.834373,42.524387,48.01232,43.36824
221,7.25,486.29272,1,105,39.539326,42.299053,41.83616,42.526943,48.012833,43.366734
222,7.5,486.198,1,105,39.54468,42.2953,41.838116,42.529655,48.013718,43.36577
223,7.75,486.10574,1,105,39.54996,42.292408,41.84024,42.532505,48.014973,43.36533
224,8.0,485.7343,1,105,39.59617,42.308838,42.11109,42.743282,48.140846,43.394806
225,8.25,485.57327,1,105,39.606895,42.320526,42.119606,42.75302,48.15159,43.408226
226,8.5,485.41263,1,105,39.617596,42.332237,42.128098,42.76275,48.162327,43.42155
227,8.75,485.25253,1,105,39.628265,42.34395,42.136574,42.77245,48.173046,43.434772
228,9.0,492.30203,1,105,39.394955,42.265583,41.666527,42.352264,47.883755,43.324615
229,9.25,492.80807,1,105,39.361618,42.2387,41.642567,42.324425,47.855225,43.30127
230,9.5,493.31003,1,105,39.32851,42.211647,41.61867,42.296677,47.8267,43.277557
231,9.75,493.80795,1,105,39.295624,42.184452,41.594845,42.269028,47.798195,43.253513
232,10.0,494.01877,1,105,39.28156,42.171577,41.629295,42.29001,47.80419,43.280563
233,10.25,494.48465,1,105,39.250847,42.146957,41.60726,42.264397,47.777958,43.259453
234,10.5,494.9466,1,105,39.220356,42.12218,41.585297,42.23888,47.751747,43.23799
235,10.75,495.40466,1,105,39.19009,42.097267,41.5634,42.213463,47.725555,43.21619
236,11.0,497.4379,1,105,35.44517,41.99011,41.202156,41.89668,47.49403,43.079815
237,11.25,498.0431,1,105,35.404003,41.951572,41.17129,41.861156,47.4563,43.04213
238,11.5,498.64407,1,105,35.363075,41.913097,41.14055,41.825787,47.418686,43.00446
239,11.75,499.24094,1,105,35.322403,41.874695,41.109936,41.790577,47.38122,42.96682
240,12.0,499.55286,1,105,35.31653,41.871876,41.16773,41.828487,47.39985,43.019634
241,12.25,500.1085,1,105,35.278645,41.838287,41.139927,41.7964,47.366135,42.988052
242,12.5,500.6602,1,105,35.241005,41.804646,41.11222,41.76442,47.33249,42.95624
243,12.75,501.20782,1,105,35.203617,41.771,41.084614,41.73259,47.29894,42.92431
244,13.0,501.1884,1,105,35.246944,41.80922,41.280014,41.88234,47.394424,42.977703
245,13.25,501.65332,1,105,35.215324,41.786915,41.258564,41.85731,47.369255,42.95783
246,13.5,502.11478,1,105,35.18392,41.764137,41.237072,41.832268,47.34393,42.93742
247,13.75,502.57266,1,105,35.15274,41.740948,41.215553,41.807224,47.318474,42.91652
248,14.0,502.41446,1,105,35.225132,41.77413,41.512295,42.038055,47.457596,43.02147
249,14.25,502.74277,1,105,35.203274,41.775173,41.502163,42.02553,47.44839,43.023743
250,14.5,503.06976,1,105,35.1815,41.774048,41.491432,42.012417,47.43812,43.02421
251,14.75,503.3979,1,105,35.159603,41.769966,41.479797,41.998367,47.426308,43.022243
252,15.0,513.90295,1,105,34.508392,40.92051,32.20111,36.567177,44.404938,42.35497
253,15.25,514.9073,1,105,34.43773,40.845882,32.127945,36.494396,44.33147,42.28704
254,15.5,830.5765,1,105,35.32228,41.44337,32.89646,37.30273,45.068302,42.7663
255,15.75,830.3853,1,105,35.35182,41.4354,32.898914,37.307354,45.069023,42.763203
256,16.0,829.4554,1,105,38.95293,41.49237,33.0489,37.46102,45.197628,42.821545
257,16.25,829.2279,1,105,38.985123,41.49012,33.05768,37.47196,45.204678,42.824627
258,16.5,829.00226,1,105,39.016647,41.4884,33.066814,37.483215,45.21214,42.82791
259,16.75,828.7789,1,105,39.04789,41.487087,33.07618,37.49466,45.21986,42.83132
260,17.0,828.40094,1,105,39.10802,41.498577,33.176308,37.593765,45.299225,42.854454
261,17.25,828.1402,1,105,39.14552,41.51482,33.19963,37.618435,45.3215,42.872517
262,17.5,827.8763,1,105,39.18355,41.53366,33.224854,37.64488,45.34578,42.892544
263,17.75,827.61005,1,105,39.221973,41.554653,33.251614,37.672745,45.371685,42.914204
264,18.0,827.0319,1,105,39.330284,41.646637,33.493713,37.909496,45.580803,43.04185
265,18.25,826.72,1,105,39.37597,41.684784,33.53435,37.950584,45.621094,43.08054
266,18.5,826.40845,1,105,39.421608,41.723415,33.57528,37.991936,45.661694,43.119568
267,18.75,826.09735,1,105,39.46717,41.76244,33.61644,38.033485,45.702553,43.15888
268,19.0,825.74066,1,105,39.515015,41.797535,33.657127,38.074978,45.742615,43.208702
269,19.25,825.43024,1,105,39.560467,41.836937,33.698494,38.11671,45.783703,43.248398
270,19.5,825.12024,1,105,39.60587,41.8767,33.740078,38.158623,45.825027,43.28835
271,19.75,824.81055,1,105,39.651188,41.91676,33.781822,38.20068,45.866535,43.328514
272,20.0,825.19867,1,105,39.555996,41.845108,33.397118,37.83053,45.556858,43.2404
273,20.25,824.9666,1,105,39.58906,41.86285,33.419678,37.85405,45.57864,43.256226
274,20.5,824.7342,1,105,39.62225,41.881886,33.443142,37.878414,45.601387,43.273262
275,20.75,824.5017,1,105,39.655514,41.902046,33.46739,37.9035,45.624977,43.291374
276,21.0,824.49255,1,105,39.631245,41.886734,33.288246,37.737053,45.49163,43.229263
277,21.25,824.3142,1,105,39.655407,41.886803,33.295586,37.745907,45.497757,43.22771
278,21.5,824.13257,1,105,39.68026,41.890247,33.30546,37.757145,45.50656,43.22893
279,21.75,823.94885,1,105,39.705563,41.896267,33.31727,37.770172,45.5174,43.23236
280,22.0,824.9669,1,105,35.948475,41.693123,32.730343,37.228596,45.053947,42.933205
281,22.25,824.91345,1,105,35.954605,41.667233,32.71108,37.21138,45.033073,42.900467
282,22.5,824.8625,1,105,35.96034,41.642258,32.692505,37.19477,45.01299,42.869003
283,22.75,824.8141,1,105,35.965687,41.618183,32.6746,37.178745,44.99364,42.838757
284,23.0,825.36334,1,105,35.603897,41.214752,31.734793,36.331654,44.335445,42.332687
285,23.25,825.4324,1,105,35.58975,41.166435,31.693481,36.292683,44.291462,42.27277
286,23.5,825.50684,1,105,35.574863,41.118816,31.652603,36.25405,44.248013,42.214226
287,23.75,825.58624,1,105,35.55929,41.071896,31.612135,36.21575,44.2051,42.157017
288,0.0,820.30505,1,105,30.092693,41.423336,32.44862,36.99832,44.79871,42.583454
289,0.25,820.1295,1,105,30.11928,41.41915,32.450542,37.00203,44.79918,42.5735
290,0.5,806.12476,1,105,32.12834,42.21934,33.521317,38.142445,45.8211,43.294506
291,0.75,805.69574,1,105,32.190746,42.28943,33.588974,38.209675,45.88906,43.355713
292,1.0,787.3416,1,105,34.365463,44.353195,43.288822,45.242535,50.563957,45.002182
293,1.25,786.6727,1,105,34.46131,44.46542,43.369564,45.333267,50.663532,45.10253
294,1.5,786.0046,1,105,34.55699,44.577408,43.45015,45.423832,50.762882,45.20317
295,1.75,785.33777,1,105,34.652454,44.68908,43.530556,45.514183,50.861996,45.303993
296,2.0,483.7402,1,105,29.874683,42.145767,41.00529,41.951107,47.63843,43.106327
297,2.25,484.16995,1,105,29.846571,42.132446,40.987263,41.929592,47.619003,43.092094
298,2.5,484.59796,1,105,29.818546,42.11753,40.968792,41.9076,47.598846,43.076626
299,2.75,485.0235,1,105,29.790648,42.10132,40.950016,41.885345,47.578064,43.060135
300,3.0,485.4112,1,105,29.780865,42.076084,40.969746,41.889233,47.56825,42.99188
301,3.25,485.83286,1,105,29.753117,42.05611,40.94996,41.866062,47.545547,42.97228
302,3.5,486.251,1,105,29.725574,42.035614,40.93013,41.842888,47.522663,42.95225
303,3.75,486.66568,1,105,29.69824,42.014683,40.9103,41.81976,47.499657,42.93185
304,4.0,485.4701,1,105,30.314812,42.22169,42.551388,43.06933,48.28879,43.374264
305,4.25,485.45367,1,105,30.31706,42.24945,42.560066,43.07835,48.303497,43.407356
306,4.5,485.42587,1,105,30.319935,42.27656,42.5689,43.087612,48.318207,43.43974
307,4.75,485.38553,1,105,30.32352,42.303066,42.577957,43.09717,48.332973,43.47146
