step,hour_of_day,source_flow_Ls,leak_active,leak_node,pressure_15,pressure_35,pressure_101,pressure_105,pressure_113,pressure_201
30,7.5,765.4163,1,201,47.429985,46.047306,47.103565,48.910442,53.608624,45.438923
31,7.75,481.8592,1,201,39.744347,41.84945,41.82816,42.55784,47.87413,41.715942
32,8.0,481.81378,1,201,39.772396,41.879387,42.090454,42.75449,47.99779,41.74464
33,8.25,482.05536,1,201,39.75511,41.849472,42.074234,42.7365,47.975433,41.722076
34,8.5,482.30038,1,201,39.737675,41.819984,42.058033,42.718494,47.953213,41.699394
35,8.75,482.54834,1,201,39.720108,41.79096,42.041862,42.700497,47.931126,41.676662
36,9.0,494.08685,1,201,39.233994,41.43904,41.352684,42.029022,47.374084,41.357468
37,9.25,494.94907,1,201,39.17568,41.37689,41.306824,41.97652,47.316692,41.29852
38,9.5,495.80566,1,201,39.117676,41.31516,41.261242,41.924316,47.25966,41.239815
39,9.75,496.6565,1,201,39.059986,41.253857,41.215927,41.87242,47.20297,41.18136
40,10.0,497.08282,1,201,39.028984,41.219185,41.23677,41.877518,47.191177,41.187912
41,10.25,822.34186,1,201,39.98871,41.612305,41.95489,42.751213,47.933792,41.508965
42,10.5,822.03876,1,201,40.03194,41.628384,41.981464,42.783485,47.96159,41.519627
43,10.75,821.73346,1,201,40.075394,41.646694,42.00881,42.81655,47.990665,41.532402
44,11.0,822.3351,1,201,36.343357,41.63065,41.702972,42.565434,47.825626,41.461605
45,11.25,822.1171,1,201,36.37709,41.62891,41.71853,42.58542,47.8387,41.45554
46,11.5,821.9002,1,201,36.410515,41.628162,41.73426,42.605526,47.852192,41.45065
47,11.75,821.68024,1,201,36.44418,41.630325,41.75098,42.626625,47.86735,41.44833
48,12.0,803.1137,1,201,39.12038,42.85779,43.48961,44.692528,49.691998,42.580208
49,12.25,802.5978,1,201,39.195057,42.944523,43.550674,44.762127,49.768974,42.65995
50,12.5,802.08594,1,201,39.269123,43.030502,43.611237,44.831154,49.845318,42.739258
51,12.75,801.5781,1,201,39.34256,43.115738,43.67129,44.899605,49.921013,42.8181
52,13.0,798.36523,1,201,39.84561,43.540318,44.193176,45.42537,50.42138,43.23032
53,13.25,493.81552,1,201,35.75887,41.58995,41.433064,42.09386,47.463993,41.54138
54,13.5,494.69727,1,201,35.698845,41.528927,41.38704,42.04103,47.40677,41.489468
55,13.75,495.5734,1,201,35.639122,41.468197,41.341244,41.988464,47.349804,41.437252
56,14.0,494.99088,1,201,35.732475,41.575413,41.67058,42.251778,47.540253,41.599228
57,14.25,495.75336,1,201,35.680492,41.527,41.63236,42.20765,47.493233,41.56271
58,14.5,496.5096,1,201,35.628883,41.478912,41.594395,42.163815,47.44653,41.525867
59,14.75,497.26028,1,201,35.5776,41.431034,41.556633,42.120216,47.400055,41.488464
60,15.0,513.0965,1,201,34.57974,40.168453,31.651114,36.06781,43.814896,40.54537
61,15.25,827.7832,1,201,35.724026,40.977283,32.654335,37.11722,44.781593,41.15311
62,15.5,827.7179,1,201,35.731644,40.95033,32.637947,37.103153,44.763382,41.129993
63,15.75,827.6559,1,201,35.738697,40.92362,32.621655,37.089127,44.745316,41.10691
64,16.0,827.07477,1,201,39.254105,40.984993,32.76676,37.235886,44.87123,41.155365
65,16.25,826.9712,1,201,39.26711,40.96514,32.75758,37.22894,44.860332,41.140244
66,16.5,826.8706,1,201,39.279526,40.94568,32.748592,37.22214,44.849663,41.12518
67,16.75,826.773,1,201,39.291527,40.926647,32.739815,37.215492,44.839252,41.110226
68,17.0,826.544,1,201,39.336365,40.93896,32.838623,37.312912,44.918785,41.124928
69,17.25,826.44025,1,201,39.349567,40.923603,32.83299,37.309246,44.9117,41.114716
70,17.5,826.33923,1,201,39.36242,40.90884,32.827667,37.305832,44.904976,41.104675
71,17.75,826.2406,1,201,39.37494,40.894722,32.822693,37.302704,44.89865,41.09484
72,18.0,825.9695,1,201,39.449287,40.93803,33.032997,37.50686,45.07059,41.17371
73,18.25,825.85223,1,201,39.465137,40.932022,33.035107,37.510365,45.071396,41.173855
74,18.5,825.7363,1,201,39.480804,40.926983,33.037796,37.51437,45.07284,41.17442
75,18.75,825.62195,1,201,39.49632,40.922974,33.04108,37.518898,45.07496,41.175465
76,19.0,825.469,1,201,39.51365,40.918213,33.045628,37.524834,45.07819,41.19037
77,19.25,825.35626,1,201,39.529003,40.915775,33.049877,37.530212,45.081367,41.1923
78,19.5,825.2446,1,201,39.544254,40.914394,33.054752,37.53614,45.085236,41.19477
79,19.75,825.13354,1,201,39.55948,40.91438,33.06048,37.542835,45.090042,41.19802
80,20.0,825.3604,1,201,39.46057,40.863747,32.66441,37.160995,44.774616,41.135853
81,20.25,825.30096,1,201,39.467285,40.850143,32.657585,37.155582,44.7667,41.120483
82,20.5,825.2436,1,201,39.47379,40.83743,32.651306,37.150627,44.75938,41.106026
83,20.75,825.1882,1,201,39.48009,40.82559,32.64555,37.14613,44.752655,41.09244
84,21.0,825.24805,1,201,39.42757,40.753666,32.40698,36.921005,44.558735,40.977245
85,21.25,825.22327,1,201,39.42875,40.73394,32.393906,36.909378,44.544506,40.953022
86,21.5,825.201,1,201,39.42966,40.71503,32.381325,36.898174,44.530834,40.929855
87,21.75,825.1811,1,201,39.430325,40.696915,32.36922,36.887375,44.517696,40.9077
88,22.0,825.5893,1,201,35.746128,40.414543,31.677647,36.245544,43.95264,40.526978
89,22.25,825.73724,1,201,35.72199,40.368538,31.6371,36.206367,43.911076,40.472622
90,22.5,825.88904,1,201,35.697433,40.32312,31.596903,36.167484,43.869907,40.41934
91,22.75,826.04443,1,201,35.672493,40.27828,31.557068,36.1289,43.829136,40.36712
92,23.0,827.28174,1,201,35.210457,39.764545,30.4743,35.14554,42.999283,39.747658
93,23.25,827.60675,1,201,35.160824,39.689198,30.403952,35.07694,42.92706,39.660786
94,23.5,827.93427,1,201,35.110924,39.614548,30.334126,35.008797,42.85543,39.57524
95,23.75,828.26404,1,201,35.06077,39.54057,30.264801,34.941093,42.784374,39.490955
96,0.0,823.9701,1,201,29.544632,39.932602,31.122303,35.730667,43.431244,39.95086
97,0.25,823.92737,1,201,29.549433,39.904755,31.101755,35.712025,43.40939,39.91591
98,0.5,823.8871,1,201,29.55385,39.877808,31.081888,35.693974,43.38827,39.882214
99,0.75,823.84937,1,201,29.557894,39.851757,31.062695,35.67652,43.367867,39.84974
100,1.0,821.7179,1,201,29.40296,40.133602,39.56166,40.93686,46.225327,39.822292
101,1.25,821.5007,1,201,29.435108,40.161007,39.585175,40.964245,46.252293,39.825157
102,1.5,821.2851,1,201,29.46699,40.18798,39.608467,40.991367,46.279057,39.82903
103,1.75,821.07135,1,201,29.498598,40.214516,39.631523,41.01822,46.305515,39.83381
104,2.0,818.7841,1,201,30.193853,40.634415,40.902866,41.986942,47.102432,40.35099
105,2.25,818.42975,1,201,30.246017,40.691143,40.945835,42.03634,47.154827,40.396065
106,2.5,793.2909,1,201,33.88546,42.719265,43.34172,44.910355,49.75635,42.190075
107,2.75,792.59296,1,201,33.985992,42.83739,43.42569,45.005592,49.86138,42.300457
108,3.0,791.8707,1,201,34.10481,42.931435,43.544018,45.122776,49.971546,42.33551
109,3.25,791.18536,1,201,34.20342,43.047276,43.62633,45.216152,50.074524,42.444042
110,3.5,790.5047,1,201,34.301292,43.162228,43.708035,45.30885,50.176727,42.551914
111,3.75,789.8288,1,201,34.398426,43.27629,43.789127,45.400837,50.27817,42.65911
112,4.0,766.6041,1,201,38.173805,46.04152,47.62093,49.182842,53.82392,45.531094
113,4.25,765.57336,1,201,38.319187,46.213066,47.739162,49.318226,53.974804,45.701645
114,4.5,764.54865,1,201,38.4636,46.383396,47.856335,49.45235,54.124405,45.87102
115,4.75,763.5306,1,201,38.606968,46.552483,47.972683,49.585533,54.27293,46.039196
116,5.0,488.6804,1,201,36.05907,41.703766,41.968716,42.56848,47.796963,41.5204
117,5.25,489.37296,1,201,36.012505,41.65631,41.933254,42.52768,47.75269,41.48921
118,5.5,490.05954,1,201,35.966278,41.609406,41.898113,42.487236,47.708866,41.45797
119,5.75,490.7403,1,201,35.920406,41.56303,41.863285,42.44716,47.66546,41.426704
120,6.0,484.7886,1,201,36.138058,41.713417,42.192844,42.765953,47.923393,41.59052
121,6.25,485.06,1,201,36.119694,41.687782,42.177032,42.748055,47.90257,41.577637
122,6.5,485.33127,1,201,36.101376,41.66276,42.1614,42.730328,47.882065,41.564808
123,6.75,485.60223,1,201,36.08311,41.63835,42.145958,42.712795,47.861885,41.552048
124,7.0,486.11896,1,201,39.455772,41.48336,41.58612,42.28391,47.56074,41.338566
125,7.25,486.43698,1,201,39.433628,41.44985,41.566288,42.261738,47.5342,41.310825
126,7.5,486.75635,1,201,39.41137,41.416836,41.546562,42.23966,47.507874,41.28316
127,7.75,814.31824,1,201,40.533817,41.875835,42.46304,43.360737,48.44298,41.682377
128,8.0,813.1122,1,201,40.69865,42.041096,42.835175,43.682213,48.707405,41.837856
129,8.25,812.5445,1,201,40.78703,42.1116,42.895687,43.752792,48.779984,41.902473
130,8.5,811.9781,1,201,40.875046,42.182285,42.956158,43.823303,48.852577,41.96748
131,8.75,761.7711,1,201,47.970894,46.471954,47.69832,49.4948,54.15866,45.83548
132,9.0,492.6981,1,201,39.32936,41.57302,41.43612,42.122845,47.48386,41.45037
133,9.25,493.56516,1,201,39.270805,41.50932,41.389736,42.069805,47.425606,41.392876
134,9.5,494.4267,1,201,39.212547,41.44605,41.343616,42.017063,47.36769,41.335464
135,9.75,495.283,1,201,39.154564,41.383186,41.297737,41.964596,47.310104,41.27806
136,10.0,495.7123,1,201,39.123383,41.34772,41.3182,41.969326,47.297756,41.285645
137,10.25,496.5343,1,201,39.06766,41.288055,41.27437,41.91914,47.242832,41.232
138,10.5,497.35114,1,201,39.012222,41.22877,41.23078,41.869225,47.188232,41.17832
139,10.75,498.16275,1,201,38.957058,41.16986,41.187428,41.81958,47.13393,41.124645
140,11.0,823.6589,1,201,36.140995,41.558777,41.585224,42.422512,47.70275,41.38607
141,11.25,823.438,1,201,36.175953,41.553158,41.599895,42.441704,47.714,41.377136
142,11.5,823.218,1,201,36.210567,41.548603,41.614853,42.46117,47.725803,41.369373
143,11.75,822.99884,1,201,36.24484,41.545116,41.630116,42.48092,47.738148,41.362778
144,12.0,822.6744,1,201,36.30838,41.549812,41.720375,42.557865,47.78999,41.43536
145,12.25,822.4334,1,201,36.34527,41.557602,41.740265,42.58243,47.80955,41.440094
146,12.5,822.1895,1,201,36.382393,41.56808,41.761127,42.607986,47.830692,41.4471
147,12.75,821.9437,1,201,36.419655,41.5808,41.782784,42.634342,47.85313,41.456078
148,13.0,821.3514,1,201,36.54469,41.660553,42.02213,42.832333,48.005795,41.55053
149,13.25,800.5908,1,201,39.524303,43.167957,43.931267,45.126553,50.090443,42.874535
150,13.5,799.9931,1,201,39.61065,43.268097,44.001644,45.20685,50.179375,42.969368
151,13.75,799.4003,1,201,39.69625,43.367355,44.071415,45.286457,50.267548,43.06352
152,14.0,794.3388,1,201,40.480145,44.029606,44.87822,46.10412,51.04816,43.764614
153,14.25,491.82047,1,201,35.94753,41.79763,41.835682,42.44136,47.746906,41.790627
154,14.5,492.60614,1,201,35.894234,41.747288,41.79629,42.39591,47.698338,41.753548
155,14.75,493.385,1,201,35.84134,41.697388,41.7572,42.350803,47.650158,41.716354
156,15.0,509.5817,1,201,34.826977,40.409203,31.89169,36.308323,44.05553,40.756382
157,15.25,510.96356,1,201,34.730022,40.30648,31.791008,36.208214,43.954395,40.66054
158,15.5,512.3387,1,201,34.63333,40.203987,31.690716,36.10848,43.853657,40.564495
159,15.75,827.54315,1,201,35.758366,40.99644,32.67771,37.141632,44.80416,41.155148
160,16.0,826.9282,1,201,39.27926,41.063667,32.82766,37.293125,44.934948,41.2097
161,16.25,826.8196,1,201,39.29303,41.04365,32.81851,37.28627,44.924023,41.195988
162,16.5,826.7142,1,201,39.30616,41.023895,32.809464,37.27948,44.913242,41.18219
163,16.75,826.6119,1,201,39.31882,41.00441,32.800514,37.27273,44.902603,41.16826
164,17.0,826.3703,1,201,39.365253,41.018867,32.90092,37.371685,44.98368,41.186157
165,17.25,826.2626,1,201,39.379005,41.002583,32.894787,37.367622,44.976017,41.176193
166,17.5,826.1578,1,201,39.392365,40.986782,32.888885,37.36373,44.96863,41.166294
167,17.75,826.0555,1,201,39.405357,40.97151,32.883255,37.360058,44.96157,41.156517
168,18.0,825.7601,1,201,39.483044,41.02374,33.09934,37.56985,45.140045,41.244354
169,18.25,825.6399,1,201,39.49923,41.0157,33.10024,37.572296,45.139515,41.24356
170,18.5,825.5215,1,201,39.515182,41.008522,33.10162,37.575157,45.139515,41.243084
171,18.75,825.4048,1,201,39.530926,41.002254,33.103527,37.57847,45.14011,41.242966
172,19.0,825.2507,1,201,39.548225,40.994114,33.105915,37.582462,45.14099,41.255924
173,19.25,825.136,1,201,39.563732,40.989433,33.108788,37.586617,45.142654,41.25661
174,19.5,825.0227,1,201,39.579094,40.985794,33.11227,37.591305,45.14499,41.25779
175,19.75,824.9107,1,201,39.59433,40.98321,33.116375,37.596546,45.14802,41.25949
176,20.0,825.15826,1,201,39.492233,40.91794,32.710873,37.20591,44.822292,41.186993
177,20.25,825.0973,1,201,39.499077,40.90324,32.703358,37.199875,44.813614,41.17089
178,20.5,825.03845,1,201,39.505688,40.88943,32.696377,37.194305,44.805534,41.155663
179,20.75,824.9817,1,201,39.51208,40.876503,32.68992,37.189186,44.798042,41.1413
180,21.0,825.04596,1,201,39.458817,40.800404,32.448627,36.961582,44.60123,41.023045
181,21.25,825.02,1,201,39.46009,40.779957,32.435085,36.949543,44.58649,40.998215
182,21.5,824.99646,1,201,39.461098,40.76033,32.42204,36.937923,44.572304,40.974438
183,21.75,824.9754,1,201,39.46184,40.741512,32.409477,36.926727,44.55867,40.951683
184,22.0,825.3845,1,201,35.777058,40.45487,31.715542,36.282856,43.99097,40.567516
185,22.25,825.5313,1,201,35.753033,40.408543,31.674768,36.24348,43.94916,40.512806
186,22.5,825.6822,1,201,35.72857,40.36279,31.634342,36.204388,43.90774,40.45917
187,22.75,825.8367,1,201,35.7037,40.317627,31.594276,36.165596,43.866726,40.4066
188,23.0,827.0718,1,201,35.24169,39.801964,30.510443,35.181255,43.035892,39.78528
189,23.25,827.3967,1,201,35.19207,39.726406,30.439926,35.112503,42.96348,39.698174
190,23.5,827.72424,1,201,35.14217,39.65154,30.36992,35.044193,42.89166,39.612373
191,23.75,828.0539,1,201,35.09201,39.577347,30.300425,34.976334,42.820408,39.527843
192,0.0,823.7586,1,201,29.57598,39.970955,31.15899,35.766937,43.46822,39.98908
193,0.25,823.7158,1,201,29.580782,39.94284,31.138224,35.748085,43.446136,39.953846
194,0.5,823.67554,1,201,29.585203,39.915634,31.118141,35.729843,43.42479,39.919876
195,0.75,823.63763,1,201,29.589249,39.889313,31.098728,35.712185,43.404163,39.887123
196,1.0,821.5067,1,201,29.433992,40.170364,39.58817,40.966713,46.258167,39.85863
197,1.25,821.2898,1,201,29.466095,40.197483,39.61157,40.993996,46.284958,39.861214
198,1.5,821.0746,1,201,29.497913,40.224163,39.634735,41.020992,46.31153,39.86479
199,1.75,820.8612,1,201,29.529463,40.250397,39.657673,41.047714,46.337795,39.86929
200,2.0,818.57745,1,201,30.224192,40.668434,40.927784,42.015335,47.13339,40.38506
201,2.25,818.22363,1,201,30.276287,40.724937,40.970562,42.064495,47.18558,40.42986
202,2.5,792.8691,1,201,33.946224,42.790344,43.392464,44.967915,49.81982,42.260296
203,2.75,792.1743,1,201,34.046253,42.90787,43.476017,45.06267,49.924328,42.370087
204,3.0,791.4548,1,201,34.164658,43.001446,43.59397,45.179443,50.03403,42.404686
205,3.25,790.7726,1,201,34.26278,43.116714,43.675877,45.27237,50.1365,42.512653
206,3.5,790.0951,1,201,34.36017,43.2311,43.757183,45.364597,50.238213,42.61996
207,3.75,789.4223,1,201,34.456814,43.34459,43.837875,45.456135,50.33915,42.7266
208,4.0,766.23987,1,201,38.225193,46.102154,47.662594,49.23053,53.877136,45.591145
209,4.25,765.2115,1,201,38.3702,46.273266,47.78055,49.365612,54.027653,45.761276
210,4.5,764.18915,1,201,38.514248,46.44315,47.897434,49.4994,54.176876,45.93023
211,4.75,763.1732,1,201,38.657253,46.611805,48.013493,49.632244,54.325024,46.09798
212,5.0,488.78656,1,201,36.05194,41.695763,41.963097,42.562042,47.78984,41.518177
213,5.25,489.478,1,201,36.00544,41.64847,41.927708,42.521328,47.745693,41.48694
214,5.5,490.16348,1,201,35.959282,41.601723,41.892647,42.480972,47.701973,41.455666
215,5.75,490.84308,1,201,35.913475,41.55552,41.8579,42.440975,47.65868,41.424355
216,6.0,484.89825,1,201,36.13075,41.70468,42.186935,42.759197,47.91582,41.58658
217,6.25,485.16907,1,201,36.11243,41.679237,42.171196,42.74137,47.89511,41.57368
218,6.5,485.4397,1,201,36.09416,41.654404,42.155636,42.723732,47.874718,41.560844
219,6.75,485.7099,1,201,36.07595,41.630184,42.140266,42.706276,47.854656,41.548077
220,7.0,486.22318,1,201,39.448917,41.476418,41.58083,42.27781,47.554226,41.336098
221,7.25,486.54025,1,201,39.42683,41.442966,41.56104,42.255695,47.52773,41.308105
222,7.5,486.8587,1,201,39.404625,41.410015,41.54135,42.23366,47.50146,41.280212
223,7.75,814.21136,1,201,40.550613,41.88956,42.47467,43.374264,48.45697,41.696507
224,8.0,813.00574,1,201,40.715015,42.05494,42.84671,43.695614,48.721367,41.851955
225,8.25,812.4382,1,201,40.80337,42.125473,42.907215,43.76619,48.793953,41.91657
226,8.5,811.87213,1,201,40.891354,42.196186,42.96768,43.836697,48.866547,41.981564
227,8.75,761.5827,1,201,47.997444,46.503296,47.720158,49.51974,54.18629,45.866714
228,9.0,492.74084,1,201,39.32644,41.569084,41.43362,42.120026,47.48061,41.449276
229,9.25,493.60797,1,201,39.267876,41.505367,41.387226,42.066975,47.422337,41.391518
230,9.5,494.4694,1,201,39.209614,41.442127,41.34111,42.01424,47.364433,41.33394
231,9.75,495.3256,1,201,39.151638,41.379284,41.295242,41.961777,47.306858,41.276386
232,10.0,495.75488,1,201,39.120457,41.343826,41.315712,41.96652,47.294514,41.28386
233,10.25,496.57672,1,201,39.064743,41.2842,41.27189,41.916344,47.239616,41.230083
234,10.5,497.39343,1,201,39.009308,41.224945,41.228313,41.86644,47.185028,41.176292
235,10.75,498.20493,1,201,38.954155,41.166077,41.18498,41.81681,47.130753,41.12252
236,11.0,823.6123,1,201,36.148144,41.56121,41.58934,42.42751,47.707035,41.38946
237,11.25,823.39154,1,201,36.183064,41.55573,41.604046,42.44674,47.718353,41.38056
238,11.5,823.1717,1,201,36.217632,41.551308,41.619045,42.46624,47.73022,41.372852
239,11.75,822.9525,1,201,36.25187,41.547966,41.634335,42.48602,47.742638,41.366318
240,12.0,822.62823,1,201,36.315372,41.552807,41.72461,42.56297,47.794537,41.43897
241,12.25,822.3866,1,201,36.352325,41.561096,41.744686,42.587727,47.8144,41.44404
242,12.5,822.1423,1,201,36.38949,41.571968,41.765697,42.61343,47.835773,41.45131
243,12.75,821.8961,1,201,36.426777,41.585014,41.787468,42.639904,47.858402,41.460506
244,13.0,821.30304,1,201,36.55192,41.665424,42.027,42.83807,48.01142,41.555428
245,13.25,800.4903,1,201,39.53883,43.18478,43.943108,45.140068,50.105404,42.890842
246,13.5,799.8932,1,201,39.625072,43.284794,44.013393,45.22026,50.19423,42.985565
247,13.75,799.30133,1,201,39.710545,43.383904,44.08307,45.29975,50.282272,43.079586
248,14.0,794.2439,1,201,40.49379,44.045414,44.889297,46.116768,51.062206,43.78002
249,14.25,491.92578,1,201,35.94039,41.790943,41.83042,42.43529,47.740433,41.785778
250,14.5,492.71048,1,201,35.88715,41.740665,41.79107,42.389885,47.69192,41.748695
251,14.75,493.4885,1,201,35.83431,41.690815,41.75202,42.34483,47.643787,41.711487
252,15.0,509.67252,1,201,34.820595,40.40355,31.885899,36.302498,44.04977,40.752193
253,15.25,511.05417,1,201,34.723648,40.300766,31.785173,36.20235,43.948586,40.656174
254,15.5,512.42914,1,201,34.626953,40.198227,31.684847,36.10258,43.847805,40.559986
255,15.75,827.5495,1,201,35.757385,40.994686,32.676216,37.14019,44.80263,41.154606
256,16.0,826.9352,1,201,39.278187,41.06175,32.82603,37.291553,44.93328,41.208916
257,16.25,826.82666,1,201,39.29194,41.04172,32.81687,37.284695,44.922344,41.195133
258,16.5,826.7213,1,201,39.305058,41.021954,32.807816,37.27789,44.911556,41.18125
259,16.75,826.61914,1,201,39.317707,41.002457,32.79886,37.271133,44.900906,41.167244
260,17.0,826.3778,1,201,39.364094,41.016834,32.899204,37.37003,44.981922,41.184975
261,17.25,826.27014,1,201,39.37784,41.00056,32.893074,37.365967,44.974262,41.174976
262,17.5,826.16534,1,201,39.39119,40.98477,32.88718,37.36209,44.966885,41.16504
263,17.75,826.0632,1,201,39.404175,40.96953,32.881565,37.35842,44.95984,41.15523
264,18.0,825.76825,1,201,39.48179,41.02152,33.097492,37.56806,45.138145,41.242767
265,18.25,825.6481,1,201,39.497967,41.013527,33.098415,37.570534,45.13763,41.24198
266,18.5,825.5297,1,201,39.513916,41.00639,33.099827,37.573418,45.13767,41.241505
267,18.75,825.413,1,201,39.52966,41.00017,33.101765,37.576756,45.138298,41.241398
268,19.0,825.2589,1,201,39.546967,40.9921,33.104202,37.58079,45.139225,41.254375
269,19.25,825.14435,1,201,39.562473,40.98747,33.1071,37.584972,45.140915,41.255077
270,19.5,825.03107,1,201,39.577835,40.98388,33.11061,37.589687,45.143288,41.256268
271,19.75,824.91907,1,201,39.593075,40.981346,33.11475,37.59496,45.146362,41.257984
272,20.0,825.16614,1,201,39.491055,40.916405,32.70947,37.204525,44.82086,41.185722
273,20.25,825.1051,1,201,39.49789,40.90173,32.701965,37.19851,44.812202,41.169617
274,20.5,825.0463,1,201,39.5045,40.88794,32.694992,37.19295,44.80414,41.15439
275,20.75,824.98956,1,201,39.510902,40.875034,32.688557,37.187847,44.796665,41.140026
276,21.0,825.0538,1,201,39.457657,40.799023,32.447327,36.96029,44.599915,41.02182
277,21.25,825.0278,1,201,39.45893,40.778587,32.43379,36.948257,44.585182,40.99699
278,21.5,825.0043,1,201,39.459934,40.758976,32.42075,36.936657,44.57101,40.973217
279,21.75,824.9833,1,201,39.46068,40.740173,32.408203,36.92546,44.557384,40.950462
280,22.0,825.3923,1,201,35.775913,40.453617,31.71432,36.28164,43.98974,40.56635
281,22.25,825.53906,1,201,35.751892,40.407295,31.67355,36.24227,43.947937,40.51164
282,22.5,825.68994,1,201,35.72743,40.361553,31.63313,36.203182,43.90653,40.45801
283,22.75,825.8444,1,201,35.702564,40.316387,31.593071,36.164394,43.865517,40.405437
284,23.0,827.07935,1,201,35.240562,39.80077,30.509272,35.180084,43.03471,39.78414
285,23.25,827.40436,1,201,35.19095,39.72522,30.438757,35.111336,42.962307,39.697037
286,23.5,827.7319,1,201,35.14105,39.650352,30.368753,35.043034,42.890488,39.611244
287,23.75,828.0615,1,201,35.090893,39.576168,30.299261,34.975174,42.81924,39.52672
288,0.0,823.76624,1,201,29.574856,39.96974,31.157804,35.76575,43.467022,39.98793
289,0.25,823.7234,1,201,29.579659,39.941635,31.137043,35.74691,43.444954,39.952698
290,0.5,823.6831,1,201,29.584082,39.91443,31.11696,35.72867,43.423607,39.918728
291,0.75,823.6453,1,201,29.588121,39.88812,31.097557,35.711014,43.40299,39.88598
292,1.0,821.51416,1,201,29.432896,40.169193,39.58727,40.96569,46.257084,39.857513
293,1.25,821.2972,1,201,29.464996,40.196316,39.610676,40.99298,46.283875,39.860096
294,1.5,821.082,1,201,29.496822,40.223003,39.63385,41.019978,46.31045,39.863678
295,1.75,820.86865,1,201,29.528374,40.24925,39.656784,41.04671,46.336723,39.868183
296,2.0,818.5847,1,201,30.22312,40.667328,40.926937,42.01437,47.13235,40.38399
297,2.25,818.2309,1,201,30.27522,40.72384,40.96972,42.063538,47.18455,40.428795
298,2.5,792.8836,1,201,33.944134,42.787895,43.390717,44.965935,49.817635,42.257893
299,2.75,792.1888,1,201,34.044178,42.90544,43.474285,45.060707,49.92216,42.367706
300,3.0,791.46924,1,201,34.162594,42.999035,43.59225,45.17749,50.03188,42.402317
301,3.25,790.7868,1,201,34.26073,43.11432,43.674168,45.270428,50.134365,42.510303
302,3.5,790.10913,1,201,34.35813,43.228725,43.755486,45.36268,50.23609,42.61763
303,3.75,789.4363,1,201,34.454803,43.34223,43.836193,45.45423,50.337048,42.72429
304,4.0,766.25244,1,201,38.223423,46.100067,47.66116,49.228886,53.875298,45.58908
305,4.25,765.22394,1,201,38.368443,46.271183,47.77912,49.363968,54.025833,45.75923
306,4.5,764.2015,1,201,38.512497,46.44109,47.896015,49.49778,54.175068,45.9282
307,4.75,763.18555,1,201,38.655518,46.60976,48.012085,49.630634,54.323223,46.095966
